Index	AvgScore	Score	NormalizedClaim	Text
463	0.2914	0.2517	Pakistani Muslims uproot saplings as planting trees is un-Islamic	Imran Khan launched a tree plantation drive in Pakistan, inspired by PM Modi's initiative, but it was met with resistance from his followers who believed that planting trees is against Islamic teachings.
464	0.2915	0.2949	Magnets can stick to your arm after a Covid-19 jab because they contain a microchip or other metals.	Some individuals claim that a magnet sticks to their arm after receiving the Pfizer vaccine, suggesting a purported connection to harmful frequencies or 5G activation.
465	0.1808	0.1639	PEP job ads on Facebook	Job posting for various positions at Pep, including cleaners, drivers, and cashiers.
466	0.2915	0.5537	Plan B banned in Missouri	Missouri has banned the use of Plan B emergency contraceptive pills.
467	0.2920	0.5357	Mail-in ballots arriving after Election Day will be thrown out.	To ensure their votes are counted, voters are advised to drop off their ballots in person at a drop-off station or cast their votes early in person, as mail-in ballots received after Election Day will not be accepted.
468	0.1827	0.6233	Videos show Putin sending warning to Nigeria	Video shows Putin warning African leaders, specifically Nigeria's president, to focus on their own problems.
469	0.2926	0.6240	US Congresswoman Marjorie Taylor Greene said: “People are dying who have never died before”	Marjorie Taylor Greene claims that people who have never died before are now dying.
470	0.1830	0.2566	Report shows ICC practices selective justice in Philippine drug war probe	A person is shouting "Walang bayag" in front of a BBC news screen displaying ICC rejecting war crimes investigation in Afghanistan.
471	0.2921	0.3049	Russia lands two nuclear bombers in Venezuela	Russia has deployed two nuclear-capable bombers to Venezuela, a country located in the US's geopolitical backyard.
472	0.2923	0.3826	Novak Djokovic said 'pressure is a privilege' in reference to Simone Biles.	Novak Djokovic had a public meltdown at the Tokyo 2020 Olympics, throwing and smashing rackets after losing his bronze medal singles match, contrary to Simone Biles' advice that professionals should learn to cope with pressure.
473	0.1162	0.0602	Covid-19 vaccines kill more people then they save	Vaccines are deadly, while early multidrug treatment is safe.
474	0.2923	0.4998	Cory Aquino's presidency was unconstitutional in the Philippines	Here is the standardized claim in one sentence: According to the constitution, Arturo Tolentino, as the duly elected Vice President in 1986, should have automatically become the President after Marcos' removal, making Cory Aquino's presidency from 1986-1992 unconstitutional.
475	0.1821	0.1613	Biden sworn in on upside down Bible in 2021	Photo of Biden swearing on a Bible with an upside-down cross.
476	0.2928	0.6885	Photo shows Dr. Fauci, Melinda Gates and Barack Obama at Wuhan lab in 2015	Dr. Fauci, Melinda Gates, and Barack Obama allegedly visited the Wuhan lab in 2015, where the US reportedly funded a 'bat' project with a $3.7 million grant.
477	0.1820	0.1538	Philippines lifts coronavirus restrictions on basketball games in November 2020 for entire country	A sign or poster about COVID-19 protocols for basketball in the Philippines.
478	0.2925	0.3758	Social distancing was not practiced at John Lewis's funeral	Famous individuals, such as Congressman John Lewis and George Floyd, are allowed to have funerals that exempt them from social distancing policies, while ordinary citizens are not permitted to hold similar gatherings or resume normal activities like work or opening their businesses.
479	0.2929	0.4826	McDonald's offering free coffee and bakery goods to teachers	McDonald's is offering a free Bakery Sweet and Premium Roast Coffee to teachers with a valid school ID from January 6th to January 15th as a token of appreciation.
480	0.2931	0.4131	Covid-19 vaccines do not protect 5-year-olds or 12-year-olds against serious illness or death with the disease.	Two doses of the COVID-19 vaccine provide stronger and longer-lasting protection against serious illness in children.
481	0.2937	0.5449	Three government officials enjoy priority landing and takeoff in the country's airports.	The Civil Aviation Authority of the Philippines (CAAP) has granted landing and takeoff priority to three government personnel at all Philippine airports.
482	0.2938	0.3867	Video of a woman who turned from a real person into a dog in Labutta	A woman allegedly transformed into a dog in Labutta, as captured in a video.
483	0.2948	0.7729	David Miller's daughter has died of cancer	David Miller's daughter, nicknamed Princess, has passed away due to cancer.
484	0.2947	0.2215	Covid-19 and influenza statistics are being combined to make the numbers look worse.	The COVID-19 surveillance report will be discontinued as of October 8, 2020, and its information will be incorporated into a combined Weekly flu and COVID-19 Surveillance Report on GOV.UK.
485	0.2952	0.5664	£37 billion was spent on the test and trace app.	The UK government allegedly wasted £37 billion on a failed track and trace app, highlighting concerns about the inefficient use of tax revenue.
486	0.1158	0.0685	The tweet is made by Shatrughan Sinha	Government policies favor the rich, harming the poor.
487	0.1164	0.3007	Bananas can cure anxiety and lift your mood	Bananas can help alleviate anxiety due to their natural beta blocker properties.
488	0.2940	0.1310	Quotes Trump as saying "would you really want a president who was dumb enough to let himself get drafted?"	Donald Trump received draft deferments due to a medical condition, which he claimed was a bump on his heel, allowing him to avoid military service during the draft.
489	0.2942	0.3847	Influenza is an ‘electrical disease,’ New technology caused past pandemics	According to Arthur Firstenberg's book "The Invisible Rainbow", influenza is an electrical disease triggered by seasonal variations in solar radiation, with historical evidence suggesting a correlation between flu epidemics and solar activity, including sunspots and auroras, rather than being contagious.
490	0.2938	0.0781	Delta variant of Covid 19 is connected to Delta Power Solutions	The activation of 5G technology at full capacity may potentially cause harm to the human body, possibly triggering internal damage, in relation to the COVID-19 vaccine.
491	0.2940	0.4107	Hillary Clinton illegally gave $700,000 to Andy McCabe and his wife for a political campaign while she was being investigated for her private email server	Andy McCabe was not required to repay the $700,000 in campaign funds his wife received from Hillary Clinton during her FBI investigation when he was the FBI head.
492	0.1802	0.2230	Article 42 of the Magna Carta 'enshrines' the right to free movement at home and across borders in peacetime.	Magna Carta illustration, King John granting rights to nobles.
493	0.2936	0.2671	A Facebook post from January 9, 2020 claims former Greens leader Bob Brown “allowed Prime Minister Julia Gillard to form government”.	The Greens gained the balance of power after supporting Prime Minister Julia Gillard's government formation, resulting in the signing of the Native Forest Protection Act, which defunded National Park Rangers and Control Burn Programs.
494	0.1153	0.0490	Claim that the AU for relocation out of Addis Ababa	The African Union is evacuating staff due to potential imminent danger.
495	0.2937	0.5902	"Women’s unemployment has been lower under President Trump than it’s been in nearly 70 years."	Women's unemployment rates have been lower under President Trump than in nearly 70 years.
496	0.1158	0.2344	Safe abortion doesn't exist.	Abortion should be outlawed to protect women and children.
497	0.2931	0.1515	WHO Warns Against Consuming Cabbage To Prevent COVID-19	According to the World Health Organization, the coronavirus can survive on cabbage for an extended period, so it is recommended to avoid consuming it.
498	0.2937	0.5473	The New Zealand government ignored warnings from Medsafe that there were 58 serious issues with the COVID Pfizer vaccine	The New Zealand government allegedly misled the public about the safety of Pfizer's Covid-19 vaccine, despite knowing about the company's history of fraudulent safety claims and ignoring warnings from MedSafe about the vaccine's serious issues, resulting in thousands of reported adverse reactions.
499	0.2935	0.2193	The Track and Trace app cost £37 billion.	The claim that the government's test and trace system is truthful is partly false, and censorship of posts questioning its validity is allegedly financed by the government using public funds.
